Nom du club,Adresse email,Niveau,Région,Département ,Contacté,Relance,Réponse,Choix,Infos club,Consignes données ,URL FFHB
"Caisse Depargne Bourgogne Franche Comte",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/caisse-depargne-bourgogne-franche-comte/
"Calavon Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/calavon-handball/
"Cam Mtsahara",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cam-mtsahara/
"Cambronne Sporting Club Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cambronne-sporting-club-handball/
"Cambuston Sports",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cambuston-sports/
"Camo Montrichard Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/camo-montrichard-handball/
Canéjan Handball Club,,Régional,Nouvelle-Aquitaine,Gironde,Non,,,,,,
"Canejan Hbc",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/canejan-hbc/
"Cany Barville Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cany-barville-handball/
CAPO Limoges Handball,,National,Nouvelle-Aquitaine,Haute-Vienne,Non,,,,,,https://monclub.ffhandball.fr/clubs/capo-limoges-handball/
Carabiniers de Billy Montigny Handball,,National,Hauts-de-France,Pas-de-Calais,Non,,,,,,
"Carbon Blanc Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/carbon-blanc-hb/
Carbon-Blanc Handball,,,Nouvelle-Aquitaine,Gironde,Non,,,,,,
"Carnyx Handball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/carnyx-handball-club/
"Carpi Handball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/carpi-handball-club/
"Carquefou Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/carquefou-hb/
"Carrefour De Tivoli",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/carrefour-de-tivoli/
"Carrefour Tivoli",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/carrefour-tivoli/
"Carros H B C",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/carros-h-b-c/
"Case Chaudron Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/case-chaudron-handball/
"Case Cressonniere",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/case-cressonniere/
"Castanet Ramonville Auzeville Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/castanet-ramonville-auzeville-handball/
"Castel Sports",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/castel-sports/
Castel’Handball 16,,,Nouvelle-Aquitaine,Charente-Maritime,Non,,,,,,https://monclub.ffhandball.fr/clubs/castel-handball-16/
"Castellane Handball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/castellane-handball-club/
"Castres Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/castres-handball/
"Castries Handball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/castries-handball-club/
"Caudry H B C",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/caudry-h-b-c/
"Cauz Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cauz-handball/
"Cavan Handball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cavan-handball-club/
"Cavigal Nice Sports Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cavigal-nice-sports-handball/
"Cca Rouffach",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cca-rouffach/
"Ccs Handball Port De Bouc",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ccs-handball-port-de-bouc/
"Ccs La Chapelle Aux Pots",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ccs-la-chapelle-aux-pots/
CE CH Angerville,,,Île-de-France,Essonne,Non,,,,,,
"Ceauce Hbc",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ceauce-hbc/
"Celles Sur Belle Mellois En Poitou",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/celles-sur-belle-mellois-en-poitou/
"Cellois Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cellois-handball/
"Celtic Irish Club Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/celtic-irish-club-handball/
"Central Sport De We Lifou",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/central-sport-de-we-lifou/
"Central Sport Sinoj",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/central-sport-sinoj/
"Centre Essonne Hf",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/centre-essonne-hf/
"Centre Sportif Lensois De Perfectionnement Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/centre-sportif-lensois-de-perfectionnement-handball/
Cèpe Vert Handball,,,Nouvelle-Aquitaine,Dordogne,Non,,,,,,https://monclub.ffhandball.fr/clubs/cepe-vert-handball/
"Cercle Associatif Aiglon Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cercle-associatif-aiglon-hb/
"Cercle Athletique Boissy Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cercle-athletique-boissy-handball/
"Cercle Handball Aron",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cercle-handball-aron/
"Cercle Handball Neversois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cercle-handball-neversois/
"Cercle Laique Handball Barlin",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cercle-laique-handball-barlin/
"Cercle Olympique Spiripontain",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cercle-olympique-spiripontain/
"Cercle Paul Bert Rennes Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cercle-paul-bert-rennes-hb/
"Cercle Sportif Vesulien Haute Saone",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cercle-sportif-vesulien-haute-saone/
Cère Handball Club,,,Auvergne-Rhône-Alpes,Cantal,Non,,,,,,
"Cergy Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cergy-handball/
"Cergy Pontoise Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cergy-pontoise-handball/
Cérilly Handball,,,Auvergne-Rhône-Alpes,Allier,Non,,,,,,https://monclub.ffhandball.fr/clubs/cerilly-handball/
"Cerisy Coutances Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cerisy-coutances-handball/
"Cerizay Coc",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cerizay-coc/
"Cernay Wattwiller Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cernay-wattwiller-handball/
Cérons Handball,,,Nouvelle-Aquitaine,Gironde,Non,,,,,,https://monclub.ffhandball.fr/clubs/cerons-handball/
"Cesc Handball Boulay",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cesc-handball-boulay/
"Cesson Rennes Metropole Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cesson-rennes-metropole-hb/
"Cesson Vert St Denis Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cesson-vert-st-denis-handball/
"Cfhb Fresnes",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cfhb-fresnes/
"Ch Angerville",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ch-angerville/
"Chabalhand",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chabalhand/
"Chabanais Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chabanais-hb/
Chabanais SSTC,,,Nouvelle-Aquitaine,Charente-Maritime,Non,,,,,,
"Chabossiere Olympique Club Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chabossiere-olympique-club-hb/
"Chabris Handball Club Pays De Bazelle",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chabris-handball-club-pays-de-bazelle/
"Chagny H B C",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chagny-h-b-c/
"Chailland Handball 1984",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chailland-handball-1984/
"Chalais Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chalais-hb/
"Chaleins Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chaleins-handball/
"Challans Nov Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/challans-nov-handball/
"Challenge Christophe Caraty",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/challenge-christophe-caraty/
"Chambery Savoie Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chambery-savoie-hb/
"Chambly Hbc",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chambly-hbc/
"Chambray Touraine Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chambray-touraine-handball/
"Chamonix Handball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chamonix-handball-club/
"Champagnole Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/champagnole-hb/
"Changeons De Regard Drancy Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/changeons-de-regard-drancy-hb/
"Chantecler Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chantecler-handball/
"Chantonnay Jaudonniere Vendee Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chantonnay-jaudonniere-vendee-handball/
"Charleville Mezieres Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/charleville-mezieres-hb/
"Charm Meyssac",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/charm-meyssac/
"Charolais Brionnais Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/charolais-brionnais-handball/
"Chataigneraie Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chataigneraie-handball/
"Chateau Gontier Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chateau-gontier-hb/
"Chateau La Valliere Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chateau-la-valliere-handball/
"Chateau La Valliere Handball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chateau-la-valliere-handball-club/
"Chateau Salins",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chateau-salins/
"Chateaugiron Communaute Handball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chateaugiron-communaute-handball-club/
"Chateauneuf Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chateauneuf-handball/
"Chateauneuf Sur Loire Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chateauneuf-sur-loire-handball/
Châtel Handball Club,,,Auvergne-Rhône-Alpes,Puy-de-Dôme,Non,,,,,,https://monclub.ffhandball.fr/clubs/chatel-handball-club/
"Chatillon Hand Ball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chatillon-hand-ball-club/
"Chatillon Sur Loire Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chatillon-sur-loire-handball/
"Chatillon Vaillante Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chatillon-vaillante-handball/
"Chauffailles Brionnais Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chauffailles-brionnais-hb/
"Chauln Hand",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chauln-hand/
"Chaumont Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chaumont-handball/
"Chauvigny",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chauvigny/
Chaville Handball,,,Île-de-France,Hauts-de-Seine,Non,,,,,,https://monclub.ffhandball.fr/clubs/chaville-handball/
Chazelles Handball 96,,Départemental,Auvergne-Rhône-Alpes,Loire,Non,,,,,,https://monclub.ffhandball.fr/clubs/chazelles-handball-96/
"Chb Auneau",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chb-auneau/
"Chb Entre Deux",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chb-entre-deux/
"Chb Mazerien Basse Ariege",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chb-mazerien-basse-ariege/
"Che Yenne Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/che-yenne-handball/
"Chennevieres Handball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chennevieres-handball-club/
"Chevigny St Sauveur Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chevigny-st-sauveur-handball/
"Chevrieres O C",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chevrieres-o-c/
"Cholet Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cholet-handball/
"Chomerac Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chomerac-handball/
"Chus Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/chus-handball/
"Cible Dampierre Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cible-dampierre-handball/
"Cigalois Handball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cigalois-handball-club/
"Civray Us Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/civray-us-hb/
"Civrieux Handball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/civrieux-handball-club/
"Cj Bouguenais Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cj-bouguenais-handball/
CJ Doudeville,,,Normandie,Seine-Maritime,Non,,,,,,https://monclub.ffhandball.fr/clubs/c-j-doudeville/
"Cj Vibraye",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cj-vibraye/
"Cjf Fleury Loiret Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cjf-fleury-loiret-handball/
"Cjf Saint Malo Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cjf-saint-malo-hb/
"Cl Marsannay H B",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cl-marsannay-h-b/
Clamart Handball,,,Île-de-France,Hauts-de-Seine,Non,,,,,,https://monclub.ffhandball.fr/clubs/clamart-handball/
"Claye Souilly Sportif Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/claye-souilly-sportif-handball/
"Clery Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/clery-handball/
"Cleurie As",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cleurie-as/
"Cloyes Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cloyes-handball/
"Club Amical Morcenais",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-amical-morcenais/
"Club Associatif Dhandballeur Wattenais",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-associatif-dhandballeur-wattenais/
"Club Athletique Beglais",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-athletique-beglais/
"Club Athletique De Mantes La Ville",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-athletique-de-mantes-la-ville/
"Club Athletique Meymacois Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-athletique-meymacois-handball/
"Club Communal Hb Serifontaine",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-communal-hb-serifontaine/
"Club De Hand Daizenay",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-de-hand-daizenay/
"Club De Hand De Longny Au Perche",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-de-hand-de-longny-au-perche/
"Club De Handball De Nexon",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-de-handball-de-nexon/
"Club De Handball De Petite Ile",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-de-handball-de-petite-ile/
"Club De Loisirs Tourlaville",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-de-loisirs-tourlaville/
"Club Departemental De Handball De La Vienne",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-departemental-de-handball-de-la-vienne/
"Club Departemental Du Jura De Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-departemental-du-jura-de-handball/
"Club Departemental Handball Charente Maritime",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-departemental-handball-charente-maritime/
"Club Departemental Haute Loire",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-departemental-haute-loire/
"Club Departemental Haute Savoie",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-departemental-haute-savoie/
"Club Departemental Parahand Dijon Cote Dor",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-departemental-parahand-dijon-cote-dor/
"Club Des Handballeurs Auchellois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-des-handballeurs-auchellois/
"Club Etranger",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-etranger/
"Club Garges Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-garges-handball/
"Club Handball 66",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-handball-66/
"Club Handball Arc En Ciel Vauclinois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-handball-arc-en-ciel-vauclinois/
"Club Handball De Bry",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-handball-de-bry/
"Club Handball Dog Orchie",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-handball-dog-orchie/
"Club Handball Essonne",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-handball-essonne/
"Club Handball Haut Poitou",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-handball-haut-poitou/
"Club Handball Loisirs Loups Weziens",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-handball-loisirs-loups-weziens/
"Club Handball Muidois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-handball-muidois/
Club Handball Pont-du-Château Lempdes,,,Auvergne-Rhône-Alpes,Puy-de-Dôme,Non,,,,,,https://monclub.ffhandball.fr/clubs/club-handball-pont-du-chateau-lempdes/
Club Handball Séveragais,,,Occitanie,Aveyron,Non,,,,,,https://monclub.ffhandball.fr/clubs/club-handball-severagais/
"Club Handball Vauverdois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-handball-vauverdois/
"Club Inter Communal Escalquens Labege 31",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-inter-communal-escalquens-labege-31/
"Club Laic Omnisport Wahagnies",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-laic-omnisport-wahagnies/
"Club Laique Colombelles Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-laique-colombelles-handball/
"Club Laique Omnisport De La Commune Dacheres",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-laique-omnisport-de-la-commune-dacheres/
"Club Multi Sections Handball Haute Saone",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-multi-sections-handball-haute-saone/
Club Municipal d'Aubervilliers de Handball (CMA Handball),,,Île-de-France,Seine-Saint-Denis,Non,,,,,,
"Club Municipal Daubervilliers",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-municipal-daubervilliers/
"Club Olympique Corse",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-olympique-corse/
"Club Olympique Multisport De Bagneux",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-olympique-multisport-de-bagneux/
"Club Olympique Multisports Dargenteuil Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-olympique-multisports-dargenteuil-handball/
"Club Olympique Paceen Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-olympique-paceen-handball/
"Club Omnisport De Gargenville",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-omnisport-de-gargenville/
"Club Omnisport Toulouse Lalande Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-omnisport-toulouse-lalande-handball/
"Club Omnisports Beaumont La Ronce Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-omnisports-beaumont-la-ronce-handball/
"Club Omnisports Chatelus Malvaleix",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-omnisports-chatelus-malvaleix/
"Club Omnisports Chilleurs Aux Bois Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-omnisports-chilleurs-aux-bois-handball/
"Club Omnisports De La Montagne",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-omnisports-de-la-montagne/
"Club Omnisports De Puisaye",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-omnisports-de-puisaye/
"Club Omnisports De Vernouillet",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-omnisports-de-vernouillet/
"Club Omnisports Du Pays De Vernoux",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-omnisports-du-pays-de-vernoux/
"Club Omnisports Luche Pringe",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-omnisports-luche-pringe/
"Club Peleen",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-peleen/
"Club Sport",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-sport/
"Club Sport De Saint Francois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-sport-de-saint-francois/
"Club Sport Et Loisirs Bons En Chablais",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-sport-et-loisirs-bons-en-chablais/
"Club Sportif Beaumontais Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-sportif-beaumontais-handball/
"Club Sportif Bellac Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-sportif-bellac-hb/
"Club Sportif Cheminot Nimes Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-sportif-cheminot-nimes-handball/
"Club Sportif Cosnois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-sportif-cosnois/
"Club Sportif De Clichy Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-sportif-de-clichy-handball/
"Club Sportif De Courtry Section Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-sportif-de-courtry-section-handball/
"Club Sportif De Valenton",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-sportif-de-valenton/
"Club Sportif Des Sourds De Nantes",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-sportif-des-sourds-de-nantes/
"Club Sportif Des Sourds De Poitiers",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-sportif-des-sourds-de-poitiers/
"Club Sportif Des Sourds Muets De Paris",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-sportif-des-sourds-muets-de-paris/
"Club Sportif Du Ministere Des Finances",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-sportif-du-ministere-des-finances/
"Club Sportif Eguzonnais",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-sportif-eguzonnais/
"Club Sportif Gazelec Girondins",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-sportif-gazelec-girondins/
"Club Sportif Gravenchon Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-sportif-gravenchon-hb/
"Club Sportif Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-sportif-handball/
"Club Sportif Intercommunal De La Tille Genlis",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-sportif-intercommunal-de-la-tille-genlis/
"Club Sportif Marguerittois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-sportif-marguerittois/
Club Sportif Marguerittois Handball,,,Occitanie,Gard,Non,,,,,,
"Club Sportif Monterelais",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-sportif-monterelais/
"Club Sportif Multisection Depinay",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-sportif-multisection-depinay/
"Club Sportif Multisports Gennevillois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-sportif-multisports-gennevillois/
"Club Sportif Municipal De Puteaux Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-sportif-municipal-de-puteaux-handball/
"Club Sportif Municipal De Rosny",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-sportif-municipal-de-rosny/
"Club Sportif Municipal Deaubonne Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-sportif-municipal-deaubonne-handball/
"Club Sportif Municipal Mesnilois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-sportif-municipal-mesnilois/
"Club Sportif Saint Gaudence",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-sportif-saint-gaudence/
"Club Sportif Vauclinois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-sportif-vauclinois/
"Club Sportif Villedieu Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-sportif-villedieu-handball/
"Club Tiare Anani",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/club-tiare-anani/
"Clubs A Creer",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/clubs-a-creer/
"Cluses Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cluses-hb/
CM Floirac Cenon Handball,,National,Nouvelle-Aquitaine,Gironde,Non,,,,,,https://monclub.ffhandball.fr/clubs/cm-floirac-cenon-handball/
"Cmg Sur Ille Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cmg-sur-ille-handball/
"Cms Oissel Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cms-oissel-handball/
"Co Chateau Du Loir",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/co-chateau-du-loir/
"Co Chateaurenardais",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/co-chateaurenardais/
CO Coulounieix Chamiers Handball,,Régional,Nouvelle-Aquitaine,Dordogne,Non,,,,,,
"Co Coulounieix Chamiers Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/co-coulounieix-chamiers-hb/
"Co Couronne",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/co-couronne/
"Co Crosne",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/co-crosne/
CO Crosne Handball,,,Île-de-France,Essonne,Non,,,,,,
"Co Douchy",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/co-douchy/
"Co Joinville Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/co-joinville-handball/
"Co Les Ulis",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/co-les-ulis/
"Co Metz Bellecroix",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/co-metz-bellecroix/
"Co Morangis",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/co-morangis/
CO Ulis Handball,,,Île-de-France,Essonne,Non,,,,,,
"Co Villiers",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/co-villiers/
"Co Wattrelosien Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/co-wattrelosien-hb/
"Cobse Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cobse-hb/
COC Handball,,,Provence-Alpes-Côte d'Azur,Vaucluse,Non,,,,,,
"Cocous Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cocous-club/
"Coeur Du Pays Haut Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/coeur-du-pays-haut-handball/
"Cof Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/cof-handball/
